province,district,local_level,ward_number,postal_code,local_level_code
कोशी,खोटाङ,जन्तेढुङ्गा गाउँपालिका,2,1050902,11305
कोशी,खोटाङ,जन्तेढुङ्गा गाउँपालिका,3,1050903,11305
कोशी,खोटाङ,जन्तेढुङ्गा गाउँपालिका,4,1050904,11305
कोशी,खोटाङ,जन्तेढुङ्गा गाउँपालिका,5,1050905,11305
कोशी,खोटाङ,जन्तेढुङ्गा गाउँपालिका,6,1050906,11305
कोशी,खोटाङ,बराहपोखरी गाउँपालिका,1,1051001,11302
कोशी,खोटाङ,बराहपोखरी गाउँपालिका,2,1051002,11302
कोशी,खोटाङ,बराहपोखरी गाउँपालिका,3,1051003,11302
कोशी,खोटाङ,बराहपोखरी गाउँपालिका,4,1051004,11302
कोशी,खोटाङ,बराहपोखरी गाउँपालिका,5,1051005,11302
कोशी,खोटाङ,बराहपोखरी गाउँपालिका,6,1051006,11302
कोशी,भोजपुर,षडानन्द नगरपालिका,1,1060101,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,2,1060102,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,3,1060103,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,4,1060104,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,5,1060105,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,6,1060106,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,7,1060107,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,8,1060108,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,9,1060109,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,10,1060110,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,11,1060111,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,12,1060112,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,13,1060113,11008
कोशी,भोजपुर,षडानन्द नगरपालिका,14,1060114,11008
कोशी,भोजपुर,साल्पासिलिछो गाउँपालिका,1,1060201,11007
कोशी,भोजपुर,साल्पासिलिछो गाउँपालिका,2,1060202,11007
कोशी,भोजपुर,साल्पासिलिछो गाउँपालिका,3,1060203,11007
कोशी,भोजपुर,साल्पासिलिछो गाउँपालिका,4,1060204,11007
कोशी,भोजपुर,साल्पासिलिछो गाउँपालिका,5,1060205,11007
कोशी,भोजपुर,साल्पासिलिछो गाउँपालिका,6,1060206,11007
कोशी,भोजपुर,टेम्केमैयुङ गाउँपालिका,1,1060301,11009
कोशी,भोजपुर,टेम्केमैयुङ गाउँपालिका,2,1060302,11009
कोशी,भोजपुर,टेम्केमैयुङ गाउँपालिका,3,1060303,11009
कोशी,भोजपुर,टेम्केमैयुङ गाउँपालिका,4,1060304,11009
कोशी,भोजपुर,टेम्केमैयुङ गाउँपालिका,5,1060305,11009
कोशी,भोजपुर,टेम्केमैयुङ गाउँपालिका,6,1060306,11009
कोशी,भोजपुर,टेम्केमैयुङ गाउँपालिका,7,1060307,11009
कोशी,भोजपुर,टेम्केमैयुङ गाउँपालिका,8,1060308,11009
कोशी,भोजपुर,टेम्केमैयुङ गाउँपालिका,9,1060309,11009
कोशी,भोजपुर,भोजपुर नगरपालिका,1,1060401,11003
कोशी,भोजपुर,भोजपुर नगरपालिका,2,1060402,11003
कोशी,भोजपुर,भोजपुर नगरपालिका,3,1060403,11003
कोशी,भोजपुर,भोजपुर नगरपालिका,4,1060404,11003
कोशी,भोजपुर,भोजपुर नगरपालिका,5,1060405,11003
कोशी,भोजपुर,भोजपुर नगरपालिका,6,1060406,11003
कोशी,भोजपुर,भोजपुर नगरपालिका,7,1060407,11003
कोशी,भोजपुर,भोजपुर नगरपालिका,8,1060408,11003
कोशी,भोजपुर,भोजपुर नगरपालिका,9,1060409,11003
कोशी,भोजपुर,भोजपुर नगरपालिका,10,1060410,11003
कोशी,भोजपुर,भोजपुर नगरपालिका,11,1060411,11003
कोशी,भोजपुर,भोजपुर नगरपालिका,12,1060412,11003
कोशी,भोजपुर,अरुण गाउँपालिका,1,1060501,11002
कोशी,भोजपुर,अरुण गाउँपालिका,2,1060502,11002
कोशी,भोजपुर,अरुण गाउँपालिका,3,1060503,11002
कोशी,भोजपुर,अरुण गाउँपालिका,4,1060504,11002
कोशी,भोजपुर,अरुण गाउँपालिका,5,1060505,11002
कोशी,भोजपुर,अरुण गाउँपालिका,6,1060506,11002
कोशी,भोजपुर,अरुण गाउँपालिका,7,1060507,11002
कोशी,भोजपुर,पौवा दुङ्मा गाउँपालिका,1,1060601,11005
कोशी,भोजपुर,पौवा दुङ्मा गाउँपालिका,2,1060602,11005
कोशी,भोजपुर,पौवा दुङ्मा गाउँपालिका,3,1060603,11005
कोशी,भोजपुर,पौवा दुङ्मा गाउँपालिका,4,1060604,11005
कोशी,भोजपुर,पौवा दुङ्मा गाउँपालिका,5,1060605,11005
कोशी,भोजपुर,पौवा दुङ्मा गाउँपालिका,6,1060606,11005
